발생일,발생시간,발생지_시도,발생지_시군구,요일,사고내용,사고유형_대분류,사고유형_중분류,사고유형,가해자법규위반,가해자성별,가해자연령,가해당사자종별,가해자신체상해정도,피해자성별,피해자연령,피해당사자종별,피해자신체상해정도,가해차량용도_대분류,가해차량용도_중분류,가해차량용도,피해차량용도_대분류,피해차량용도_중분류,피해차량용도,도로종류,도로형태_대분류,도로형태,기상상태,노면상태_대분류,노면상태,사망자수,중상자수,경상자수,부상신고자수
20181101,18시,경기,용인시,목,경상,차대차,기타,기타,안전운전 의무 불이행,남,31-40세,승용차,상해없음,남,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,0
20181101,18시,경기,용인시,목,경상,차대차,추돌,추돌,안전거리 미확보,남,31-40세,승용차,상해없음,남,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,4,0
20181101,18시,서울,서초구,목,경상,차대차,기타,기타,안전거리 미확보,남,21-30세,승용차,상해없음,남,41-50세,승용차,상해없음,사업용,렌터카,렌터카,사업용,택시,법인택시,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,0
20181101,19시,경기,오산시,목,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,41-50세,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,0,0
20181101,19시,경기,용인시,목,경상,차대차,추돌,추돌,안전운전 의무 불이행,기타불명,불명,불명,기타불명,여,21-30세,승용차,경상,불명,불명,불명,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181101,19시,경북,문경시,목,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,51-60세,승용차,상해없음,남,51-60세,화물차,경상,비사업용,승용차,승용차,사업용,화물차,화물차,고속국도,단일로,터널안,맑음,포장,건조,0,0,1,0
20181101,20시,인천,남동구,목,경상,차대차,추돌,추돌,안전거리 미확보,남,31-40세,승용차,상해없음,남,31-40세,승용차,상해없음,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,교량위,맑음,포장,건조,0,0,1,0
20181102,02시,충남,공주시,금,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,41-50세,화물차,상해없음,남,41-50세,화물차,중상,사업용,화물차,화물차,비사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,0,0
20181102,08시,경기,화성시,금,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,31-40세,화물차,상해없음,남,61-64세,화물차,중상,사업용,화물차,화물차,비사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,0,0
20181102,08시,서울,서초구,금,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,51-60세,승용차,상해없음,남,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,0
20181102,09시,울산,울주군,금,사망,차대차,기타,기타,안전운전 의무 불이행,남,31-40세,화물차,중상,남,41-50세,화물차,상해없음,비사업용,화물차,화물차,사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,1,1,0,0
20181102,11시,경기,성남시,금,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,65세이상,승용차,상해없음,남,61-64세,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,2,0,0
20181102,13시,경기,남양주시,금,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,31-40세,승용차,상해없음,남,21-30세,승용차,중상,사업용,렌터카,렌터카,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,1,1
20181102,13시,경기,하남시,금,부상신고,차대차,추돌,추돌,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,41-50세,승용차,부상신고,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,0,1
20181102,15시,충남,서산시,금,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,31-40세,승용차,상해없음,남,51-60세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,2,6,0
20181102,18시,경기,성남시,금,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,41-50세,승용차,상해없음,남,51-60세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,기타,기타,맑음,포장,건조,0,0,2,0
20181102,18시,경기,성남시,금,부상신고,차대차,기타,기타,안전거리 미확보,남,51-60세,승용차,상해없음,여,51-60세,승용차,부상신고,사업용,렌터카,렌터카,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,0,1
20181102,18시,부산,금정구,금,경상,차대차,추돌,추돌,안전운전 의무 불이행,여,31-40세,승용차,상해없음,남,21-30세,승용차,경상,비사업용,승용차,승용차,사업용,렌터카,렌터카,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,3,0
20181102,19시,경기,의정부시,금,경상,차대차,기타,기타,안전운전 의무 불이행,남,61-64세,승용차,상해없음,여,51-60세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181102,21시,경기,용인시,금,경상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,남,41-50세,승용차,부상신고,남,41-50세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,1
20181102,21시,경기,화성시,금,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,41-50세,승용차,상해없음,남,61-64세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181102,21시,경기,화성시,금,경상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,남,41-50세,특수차,상해없음,남,31-40세,승용차,경상,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181103,01시,충남,당진시,토,중상,차대차,기타,기타,안전거리 미확보,남,31-40세,화물차,상해없음,여,41-50세,승용차,중상,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,0,0
20181103,05시,경북,상주시,토,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,41-50세,화물차,상해없음,남,61-64세,화물차,중상,사업용,화물차,화물차,사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,0,0
20181103,06시,경기,의왕시,토,경상,차대차,기타,기타,안전운전 의무 불이행,남,51-60세,승용차,상해없음,남,61-64세,승용차,부상신고,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,3,4
20181103,07시,경기,성남시,토,경상,차대차,기타,기타,안전운전 의무 불이행,남,21-30세,승용차,상해없음,여,51-60세,승합차,경상,비사업용,승용차,승용차,비사업용,버스,버스,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181103,07시,경기,용인시,토,경상,차대차,기타,기타,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,1
20181103,09시,경기,화성시,토,중상,차대차,기타,기타,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,21-30세,승용차,부상신고,사업용,렌터카,렌터카,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,6,2,2
20181103,10시,경북,김천시,토,중상,차대차,기타,기타,안전운전 의무 불이행,남,31-40세,승용차,중상,여,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,3,1,0
20181103,11시,경기,여주시,토,중상,차대차,추돌,추돌,안전거리 미확보,남,51-60세,승합차,상해없음,남,61-64세,승합차,중상,사업용,노선버스,고속버스,사업용,노선버스,시외버스,고속국도,단일로,기타단일로,맑음,포장,건조,0,3,6,0
20181103,11시,전북,완주군,토,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,51-60세,승용차,상해없음,남,65세이상,화물차,경상,비사업용,승용차,승용차,비사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181103,12시,대전,대덕구,토,경상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,남,41-50세,승용차,상해없음,남,21-30세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,0
20181103,13시,경기,용인시,토,경상,차대차,기타,기타,안전운전 의무 불이행,남,51-60세,화물차,상해없음,남,21-30세,승용차,경상,비사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,5,0
20181103,13시,대구,동구,토,경상,차대차,추돌,추돌,안전운전 의무 불이행,여,31-40세,승용차,상해없음,여,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,4,0
20181103,14시,경기,남양주시,토,경상,차대차,기타,기타,안전운전 의무 불이행,기타불명,불명,불명,기타불명,남,31-40세,승용차,경상,불명,불명,불명,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181103,14시,경기,안양시,토,경상,차대차,측면충돌,측면충돌,안전거리 미확보,남,41-50세,화물차,상해없음,여,21-30세,승용차,경상,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181103,15시,경기,김포시,토,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,31-40세,승용차,상해없음,남,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,4,2
20181103,15시,충남,천안시,토,경상,차대차,후진중충돌,후진중충돌,안전운전 의무 불이행,여,61-64세,승용차,상해없음,남,21-30세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,기타,기타,맑음,포장,건조,0,0,3,0
20181103,17시,강원,춘천시,토,경상,차대차,추돌,추돌,안전거리 미확보,남,51-60세,화물차,상해없음,남,20세이하,승용차,경상,비사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,터널안,맑음,포장,건조,0,0,7,0
20181103,19시,경기,양주시,토,경상,차대차,추돌,추돌,안전운전 의무 불이행,여,51-60세,승용차,상해없음,남,41-50세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,교량위,맑음,포장,건조,0,0,2,0
20181103,19시,경기,의정부시,토,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,31-40세,화물차,상해없음,남,31-40세,승용차,경상,비사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,3,0
20181103,20시,경기,용인시,토,경상,차대차,기타,기타,안전거리 미확보,남,51-60세,승용차,상해없음,남,65세이상,승용차,경상,비사업용,승용차,승용차,사업용,택시,개인택시,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,3,0
20181104,04시,경북,칠곡군,일,중상,차대차,기타,기타,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,2,0
20181104,07시,경기,안성시,일,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,21-30세,승용차,상해없음,여,21-30세,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,2,0,0
20181104,09시,경기,수원시,일,중상,차대차,측면충돌,측면충돌,안전거리 미확보,남,51-60세,승용차,상해없음,여,41-50세,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,2,4,0
20181104,10시,강원,원주시,일,중상,차대사람,기타,기타,안전운전 의무 불이행,남,41-50세,승용차,상해없음,남,65세이상,보행자,중상,비사업용,승용차,승용차,보행자,보행자,보행자,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,0,0
20181104,13시,충북,옥천군,일,중상,차대차,추돌,추돌,과속,여,65세이상,승용차,기타불명,여,41-50세,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,기타,기타,맑음,포장,건조,0,1,0,0
20181104,15시,경기,용인시,일,경상,차대차,측면충돌,측면충돌,안전거리 미확보,남,41-50세,승용차,상해없음,남,21-30세,승용차,경상,사업용,렌터카,렌터카,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,3,0
20181104,15시,전북,순창군,일,경상,차대차,측면충돌,측면충돌,안전거리 미확보,남,51-60세,승용차,상해없음,남,31-40세,승합차,경상,비사업용,승용차,승용차,사업용,전세버스,전세버스,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,3,0
